Time(s)	ST-1	ST-2	ST-3	ST-4	SP-1	SC-1	AB-1	AVE-1	AR-1
695.000	32.951	129.461	54.581	57.540	4.067	34.358	1.250	1.000	1.000
696.000	32.945	128.788	54.759	57.720	4.067	34.435	1.250	1.000	1.000
697.000	32.941	128.254	54.915	57.867	4.067	34.646	1.250	1.000	1.000
698.000	32.942	128.154	55.059	57.983	4.067	34.807	1.250	1.000	0.000
699.000	32.945	128.517	55.203	58.126	4.068	34.793	1.250	1.000	0.000
700.000	32.945	129.073	55.348	58.278	4.068	34.622	1.250	1.000	0.000
701.000	32.940	129.566	55.497	58.405	4.068	34.498	1.250	1.000	0.000
702.000	32.939	129.835	55.648	58.571	4.068	34.428	1.250	1.000	0.000
703.000	32.939	129.816	55.778	58.694	4.069	34.333	1.250	1.000	0.000
704.000	32.935	129.492	55.885	58.817	4.069	34.209	1.250	1.000	1.000
705.000	32.927	128.885	55.966	58.899	4.069	34.392	1.250	1.000	1.000
706.000	32.923	128.252	56.018	58.939	4.069	34.581	1.250	1.000	1.000
707.000	32.922	127.934	56.060	58.963	4.069	34.736	1.250	1.000	0.000
708.000	32.920	128.092	56.107	59.008	4.069	34.913	1.250	1.000	0.000
709.000	32.918	128.615	56.173	59.080	4.070	34.687	1.250	1.000	0.000
710.000	32.922	129.207	56.256	59.173	4.070	34.567	1.250	1.000	0.000
